1	a
2	a
3	a
4	a
9	a
10	a
13	a
14	b
15	b
17	b
18	b
19	b
20	b
21	b
22	b
23	b
24	b
25	b
27	b
29	b
31	b
32	b
33	b
34	b
35	b
36	b
37	b
38	b
39	b
40	b
41	b
42	b
43	b
44	b
46	b
47	b
49	b
50	b
51	b
52	b
53	b
54	b
55	b
56	b
57	b
58	b
60	b
61	b
62	b
63	b
64	b
65	b
66	b
67	b
68	b
69	b
70	b
71	b
72	b
73	b
74	b
76	b
78	b
79	b
80	b
81	b
82	b
83	b
84	b
86	b
87	b
88	b
90	b
91	b
92	b
93	b
94	b
95	b
96	b
97	b
98	b
99	b
100	b
101	b
103	b
104	b
105	b
106	b
107	b
108	b
109	b
110	b
111	b
112	b
113	b
114	c
115	c
116	c
117	c
118	c
119	c
120	c
121	c
122	c
123	c
124	c
125	c
126	c
127	c
128	c
129	d
130	d
131	d
132	d
133	d
134	d
135	d
136	c
137	a
138	c
139	c
140	f
141	f
142	f
143	f
144	f
145	f
146	f
147	f
148	f
149	f
150	f
151	f
152	e
153	e
154	e
155	e
156	f
157	f
158	f
159	f
160	f
161	f
162	f
163	f
164	f
165	f
166	f
167	f
168	f
169	f
170	f
171	a
172	c
173	c
174	c
175	c
176	c
177	c
178	c
179	c
180	c
181	c
182	c
183	c
184	e
185	e
186	e
187	e
188	e
189	f
190	f
191	e
193	e
195	e
197	e
198	e
199	e
200	e
201	c
202	c
203	c
205	f
210	e
211	f
212	f
213	c
214	c
215	c
216	c
217	b
218	e
219	e
220	e
221	e
222	e
223	e
224	e
225	e
226	e
227	e
228	e
229	e
230	e
231	e
232	e
233	e
234	e
235	e
236	e
237	e
238	e
239	f
240	f
241	f
242	f
243	f
244	f
245	f
246	f
247	f
248	f
249	f
250	f
251	f
252	f
253	f
254	f
255	f
256	f
257	f
258	f
259	f
260	f
261	f
262	f
263	f
264	f
265	f
266	f
267	f
268	f
269	f
270	f
271	f
272	f
273	f
274	f
275	f
276	f
277	f
278	f
279	f
280	f
281	f
282	f
283	f
284	f
285	f
286	f
287	f
288	f
289	f
290	f
291	e
292	e
293	e
294	e
295	e
296	e
297	e
298	e
299	e
300	e
301	e
302	e
303	e
304	e
305	e
306	e
308	e
309	e
311	e
312	e
314	e
318	e
320	e
322	e
323	e
325	e
327	e
328	e
329	e
330	b
331	e
332	e
333	e
334	e
335	e
336	e
337	e
338	e
339	e
340	e
341	e
342	e
343	e
344	e
345	e
346	e
347	e
348	e
349	e
350	e
351	d
352	f
353	d
354	d
355	f
356	f
357	f
358	f
359	f
360	f
361	f
362	f
363	f
364	f
365	f
366	f
367	f
368	f
369	f
370	f
371	f
372	f
373	f
374	f
375	f
376	e
377	e
378	e
379	e
380	c
381	c
382	c
383	c
384	c
385	c
386	c
387	c
388	c
389	c
390	c
391	f
392	f
393	f
394	f
395	f
396	f
397	f
398	f
399	f
400	f
401	f
402	f
403	f
404	f
405	f
406	f
407	f
408	f
409	f
410	f
411	f
412	f
413	f
414	f
415	f
416	f
417	f
418	f
419	f
420	f
421	f
422	f
423	f
424	f
425	f
426	f
427	f
428	f
429	f
430	f
431	f
432	f
433	f
434	f
435	f
436	f
437	f
438	f
439	f
440	f
441	f
442	f
443	f
444	f
445	f
446	f
447	f
448	f
449	f
450	f
