1	N
2	C
3	C
4	O
5	C
6	O
7	C
8	N
9	C
10	C
11	O
12	C
13	O
14	C
15	N
16	C
17	C
18	O
19	C
20	S
21	N
22	C
23	C
24	O
25	C
26	S
27	N
28	C
29	C
30	O
31	C
32	C
33	C
34	N
35	C
36	C
37	O
38	C
39	O
40	N
41	C
42	C
43	O
44	C
45	C
46	C
47	C
48	N
49	C
50	C
51	O
52	C
53	C
54	C
55	N
56	C
57	C
58	O
59	C
60	N
61	C
62	C
63	O
64	C
65	C
66	C
67	N
68	C
69	N
70	N
71	N
72	C
73	C
74	O
75	C
76	O
77	N
78	C
79	C
80	O
81	C
82	C
83	O
84	N
85	N
86	C
87	C
88	O
89	C
90	C
91	C
92	C
93	C
94	C
95	C
96	N
97	C
98	C
99	O
100	C
101	C
102	O
103	N
104	N
105	C
106	C
107	O
108	C
109	C
110	C
111	N
112	C
113	C
114	O
115	C
116	S
117	N
118	C
119	C
120	O
121	C
122	C
123	C
124	N
125	C
126	N
127	N
128	N
129	C
130	C
131	O
132	C
133	C
134	C
135	C
136	N
137	C
138	C
139	O
140	C
141	C
142	C
143	N
144	C
145	C
146	O
147	N
148	C
149	C
150	O
151	C
152	O
153	C
154	N
155	C
156	C
157	O
158	C
159	C
160	C
161	N
162	C
163	C
164	O
165	C
166	C
167	C
168	O
169	O
170	N
171	C
172	C
173	O
174	C
175	N
176	C
177	C
178	O
179	C
180	C
181	C
182	C
183	N
184	C
185	C
186	O
187	C
188	S
189	N
190	C
191	C
192	O
193	C
194	N
195	C
196	C
197	O
198	C
199	O
200	C
201	N
202	C
203	C
204	O
205	C
206	C
207	C
208	C
209	C
210	C
211	C
212	O
213	N
214	C
215	C
216	O
217	C
218	O
219	C
220	N
221	C
222	C
223	O
224	N
225	C
226	C
227	O
228	C
229	S
230	N
231	C
232	C
233	O
234	C
235	C
236	C
237	C
238	N
239	C
240	C
241	O
242	C
243	C
244	C
245	C
246	N
247	C
248	C
249	O
250	C
251	C
252	C
253	C
254	N
255	C
256	C
257	O
258	C
259	C
260	C
261	N
262	C
263	C
264	O
265	N
266	C
267	C
268	O
269	C
270	N
271	C
272	C
273	O
274	C
275	O
276	C
277	N
278	C
279	C
280	O
281	C
282	S
283	N
284	C
285	C
286	O
287	C
288	C
289	C
290	N
291	C
292	C
293	O
294	N
295	C
296	C
297	O
298	C
299	C
300	O
301	O
302	N
303	C
304	C
305	O
306	C
307	C
308	C
309	C
310	C
311	C
312	C
313	O
314	N
315	C
316	C
317	O
318	C
319	N
320	C
321	C
322	O
323	C
324	C
325	O
326	N
327	O
